Episode No.,Run0steps,Run1steps,Run2steps,Run3steps,Run4steps,Run5steps,Run6steps,Run7steps,Run8steps,Run9steps,
591,8,8,8,8,8,10,8,8,8,10,
592,8,8,10,8,8,8,8,8,8,10,
593,8,8,10,8,8,8,8,12,10,12,
594,10,8,8,10,10,10,8,8,10,8,
595,10,8,8,8,8,8,10,8,12,8,
596,8,8,8,8,10,8,8,8,8,10,
597,10,8,10,10,8,8,10,8,8,8,
598,8,8,12,12,8,8,10,8,8,8,
599,10,8,8,10,8,14,8,8,10,8,
600,8,8,8,8,8,8,8,8,12,8,
601,8,8,12,8,10,8,12,8,8,8,
602,12,8,10,10,8,10,8,8,8,10,
603,8,8,8,12,10,10,8,8,10,8,
604,10,8,10,8,10,8,10,14,8,8,
605,23,8,8,8,10,8,10,8,10,10,
606,10,10,10,8,8,8,10,8,10,8,
607,10,10,10,10,8,8,8,8,10,8,
608,10,8,8,8,8,8,12,12,8,10,
609,8,8,8,8,8,8,10,8,8,8,
610,10,8,10,8,10,12,12,8,8,8,
611,8,12,10,8,10,10,12,8,12,10,
612,8,12,10,8,8,8,8,8,10,8,
613,10,8,8,10,8,10,17,8,10,8,
614,10,8,10,10,10,10,8,8,8,8,
615,8,8,14,10,8,8,8,12,10,10,
616,8,10,10,8,12,8,8,10,10,8,
617,10,10,8,12,8,8,8,8,8,8,
618,8,12,8,12,10,10,8,10,8,8,
619,10,10,12,8,10,8,8,8,8,10,
620,10,8,8,8,10,12,8,10,8,8,
621,8,8,8,8,8,10,8,8,8,8,
622,10,10,8,8,8,8,8,8,8,19,
623,8,8,8,10,10,8,10,10,12,8,
624,10,8,8,8,10,10,10,8,8,8,
625,8,8,8,10,8,12,10,12,8,8,
626,10,8,8,8,8,8,8,10,10,8,
627,10,10,8,16,12,10,10,8,12,12,
628,8,8,10,8,8,14,8,8,8,8,
629,12,8,8,8,10,12,10,8,10,8,
630,8,10,12,8,8,8,8,14,10,8,
631,10,10,10,10,8,8,8,8,10,10,
632,8,10,8,8,8,8,10,8,8,10,
633,8,10,16,16,8,8,10,8,10,8,
634,8,8,8,8,8,8,8,8,8,10,
635,8,10,8,8,12,8,10,19,8,12,
636,8,8,8,8,8,8,8,8,10,8,
637,8,8,8,8,8,8,8,8,8,8,
638,8,8,10,8,8,8,12,8,10,17,
639,8,12,8,10,10,16,12,8,8,10,
640,10,12,8,10,8,10,8,8,8,10,
641,10,8,8,8,10,8,8,8,8,8,
642,10,8,12,10,8,8,8,8,8,8,
643,8,8,10,8,8,12,10,8,8,8,
644,8,8,10,10,8,12,8,8,8,8,
645,8,8,10,8,8,8,10,10,10,10,
646,8,8,10,10,8,8,10,8,8,8,
647,8,10,8,8,8,10,12,10,8,8,
648,10,8,12,10,8,12,8,10,8,14,
649,8,8,8,8,8,10,8,8,10,8,
650,8,8,12,8,8,8,10,10,8,12,
651,10,10,10,8,12,10,8,8,8,10,
652,12,12,8,10,8,10,8,10,8,8,
653,10,8,8,8,10,8,8,8,10,8,
654,10,8,12,8,8,8,14,10,12,8,
655,10,10,8,8,8,10,8,8,8,14,
656,8,8,8,8,10,8,10,8,10,8,
657,8,12,8,10,8,8,10,8,12,8,
658,10,10,12,8,8,22,10,8,8,8,
659,8,10,8,8,8,8,8,8,8,10,
660,8,10,14,8,8,8,8,12,10,8,
661,8,10,10,10,8,8,8,10,8,10,
662,8,8,8,8,10,8,8,8,10,8,
663,12,8,10,10,10,8,8,8,8,10,
664,8,8,8,8,12,10,14,8,8,8,
665,10,8,8,8,8,8,8,10,10,12,
666,8,8,8,8,8,10,8,10,10,8,
667,10,8,8,10,8,8,8,10,8,8,
668,8,8,8,8,8,10,8,10,8,8,
669,8,8,8,8,8,8,8,8,8,10,
670,8,14,10,10,10,8,12,8,8,8,
671,10,10,10,8,8,8,8,8,8,8,
672,8,8,8,8,10,8,8,8,8,10,
673,8,10,8,8,8,8,8,10,10,10,
674,8,10,8,8,10,8,8,8,10,8,
675,8,8,12,10,10,8,8,8,8,8,
676,8,8,8,8,8,10,8,8,10,10,
677,8,8,8,8,10,8,10,8,10,8,
678,8,10,10,8,8,8,8,8,8,8,
679,8,10,8,8,8,8,8,10,10,10,
680,8,10,8,8,12,8,8,8,8,10,
681,8,8,8,8,8,8,10,10,8,10,
682,8,20,8,10,8,8,10,8,8,10,
683,10,8,8,10,8,12,10,10,10,10,
684,8,8,10,8,8,10,8,8,8,8,
685,10,12,8,8,8,8,10,8,10,14,
686,10,10,12,8,8,10,8,8,12,8,
687,8,8,8,8,8,12,12,8,8,8,
688,10,8,8,8,8,10,10,8,8,10,
689,8,10,10,10,10,10,10,8,8,8,
690,8,8,8,8,10,10,8,8,8,8,
691,14,10,12,8,10,8,12,8,8,8,
692,14,8,8,8,10,8,8,8,10,8,
693,8,10,10,8,8,10,8,8,16,10,
694,8,8,8,8,10,8,8,10,8,8,
695,8,12,8,12,14,8,8,8,8,12,
696,10,8,8,8,10,10,10,10,10,8,
697,8,8,8,8,10,8,10,8,10,10,
698,12,10,16,8,12,8,10,8,10,8,
699,8,8,8,8,10,8,8,8,8,8,
700,8,8,8,8,8,10,8,8,10,10,
701,8,10,8,10,8,8,16,8,8,8,
702,12,8,10,8,8,8,10,8,8,10,
703,10,8,12,10,8,10,8,10,8,8,
704,8,10,10,10,10,8,8,10,10,8,
705,8,8,8,8,8,10,8,8,8,8,
706,8,14,10,10,8,8,10,8,10,8,
707,8,8,10,8,8,8,10,10,8,8,
708,10,10,8,8,8,8,8,8,10,8,
709,8,8,10,8,8,8,8,10,8,8,
710,10,14,12,8,8,8,8,8,8,10,
711,8,8,10,8,8,8,8,8,8,10,
712,8,10,8,8,8,8,8,8,8,8,
713,8,10,16,8,8,14,8,8,10,8,
714,8,8,8,12,8,8,12,8,10,8,
715,10,10,8,8,8,8,10,10,8,10,
716,8,8,10,8,8,12,8,8,12,8,
717,8,8,10,8,8,10,8,8,8,10,
718,8,10,8,10,8,8,10,10,8,10,
719,8,10,8,8,10,8,8,8,10,8,
720,12,8,8,8,8,8,12,8,14,8,
721,10,8,10,10,12,8,10,8,8,8,
722,8,8,10,12,10,8,12,8,8,10,
723,8,8,8,10,10,8,8,12,8,10,
724,8,8,8,10,10,10,10,8,10,10,
725,8,10,8,8,8,12,8,8,10,8,
726,10,10,8,8,10,8,12,8,8,8,
727,10,8,10,14,8,8,12,10,8,8,
728,10,8,8,10,14,8,12,8,8,12,
729,8,8,14,8,8,10,8,8,12,10,
730,8,10,10,10,8,12,8,10,8,8,
731,10,8,10,8,10,8,8,8,8,10,
732,8,14,12,10,16,10,8,12,8,8,
733,10,8,8,8,10,10,10,8,10,8,
734,8,8,10,8,8,8,10,8,10,8,
735,8,8,8,8,8,10,12,8,8,14,
736,8,8,10,10,8,8,10,8,10,10,
737,8,8,10,10,8,10,10,12,10,8,
738,12,8,12,8,10,8,10,8,8,10,
739,8,8,8,10,10,8,10,14,10,8,
740,8,8,10,8,10,8,12,10,8,8,
741,8,10,10,8,10,8,10,12,8,8,
742,10,8,8,10,8,10,8,12,14,8,
743,8,8,8,8,10,8,10,8,8,8,
744,8,8,8,12,8,12,8,10,12,8,
745,10,8,8,8,10,8,14,8,8,8,
746,8,10,8,8,8,10,8,8,8,8,
747,8,12,8,8,10,8,8,10,8,8,
748,8,8,10,10,8,14,12,8,8,8,
749,10,8,8,8,10,10,8,8,10,8,
750,8,8,8,12,10,10,12,8,8,8,
751,8,8,8,12,8,8,10,8,12,12,
752,8,10,8,8,10,10,10,8,10,12,
753,10,8,8,8,10,8,12,8,8,10,
754,8,8,10,10,8,8,8,8,8,8,
755,8,8,10,8,10,8,10,8,12,12,
756,8,8,8,8,8,8,8,10,8,8,
757,8,8,8,8,10,10,8,8,8,10,
758,8,10,8,8,8,8,10,8,10,8,
759,8,8,8,10,8,10,8,8,8,8,
760,8,10,8,10,8,8,10,8,12,8,
761,8,8,10,10,8,10,10,8,8,10,
762,8,8,10,8,8,10,8,10,8,8,
763,8,8,10,10,8,10,10,10,10,10,
764,8,10,8,12,8,8,10,8,8,8,
765,8,10,10,10,10,8,10,8,8,8,
766,14,12,10,8,8,84,8,8,10,8,
767,8,10,8,8,10,8,10,8,10,10,
768,8,8,10,8,8,8,10,10,8,8,
769,8,8,10,8,10,8,10,10,8,8,
770,8,8,8,10,10,8,8,14,10,10,
771,10,8,8,8,8,8,10,12,8,10,
772,8,10,16,8,8,8,8,10,8,10,
773,8,8,8,8,8,10,8,10,8,10,
774,8,8,10,8,8,8,8,8,8,12,
775,10,8,10,8,12,8,10,8,12,8,
776,8,8,10,8,12,8,8,12,8,8,
777,12,8,10,8,8,10,8,8,10,8,
778,10,8,8,8,10,12,10,8,8,12,
779,8,8,10,8,8,10,12,8,12,8,
780,8,8,10,14,8,10,8,8,8,8,
781,10,8,10,8,10,8,8,8,18,10,
782,12,8,8,8,8,8,8,8,8,10,
783,8,8,10,8,10,8,10,8,8,8,
784,10,8,8,10,8,8,10,10,8,8,
785,8,8,10,10,8,8,8,8,8,8,
786,8,8,8,8,8,12,12,12,10,8,
787,8,8,10,8,8,8,8,8,8,8,
788,14,10,8,8,10,10,10,10,8,8,
789,8,10,10,8,8,8,8,10,14,8,
790,8,10,12,10,8,8,8,8,8,10,
791,8,8,8,10,8,8,8,10,8,8,
792,8,10,8,8,8,8,12,8,8,10,
793,8,8,10,10,8,10,8,14,8,10,
794,8,8,8,8,8,8,8,8,8,8,
795,8,8,16,8,10,10,8,8,12,12,
796,12,10,8,8,8,8,14,10,8,8,
797,8,10,8,10,8,10,10,10,10,10,
798,10,8,8,8,8,8,10,8,8,8,
799,8,10,8,8,8,8,8,8,10,10,
800,12,10,10,8,8,10,14,8,8,10,
801,8,8,10,8,8,8,8,10,8,12,
802,8,8,10,8,10,8,10,10,8,12,
803,8,8,8,8,8,8,8,8,8,10,
804,8,8,8,8,8,8,12,10,10,8,
805,8,8,8,10,10,10,10,8,8,8,
806,8,8,12,8,8,8,10,10,12,8,
807,8,10,10,8,8,10,8,8,8,8,
808,8,10,8,8,8,12,8,10,8,10,
809,18,8,8,12,16,8,8,8,8,10,
810,8,8,8,8,8,8,8,8,8,8,
811,8,8,10,10,8,8,8,8,8,8,
812,8,8,8,8,10,10,8,8,10,8,
813,8,8,8,12,10,10,10,12,10,8,
814,8,8,8,8,8,10,10,8,8,8,
815,10,10,8,8,12,8,10,8,10,8,
816,8,8,8,8,10,8,10,8,8,10,
817,8,8,16,10,8,8,8,8,8,8,
818,8,8,8,8,8,8,8,12,10,8,
819,8,10,12,8,8,8,8,8,8,10,
820,8,10,12,8,8,10,8,8,10,8,
821,10,8,8,8,8,8,8,8,8,8,
822,10,8,12,8,10,8,8,8,8,8,
823,8,8,12,8,16,8,8,8,8,8,
824,8,8,10,8,14,10,8,10,8,10,
825,8,8,8,12,10,10,8,8,10,8,
826,10,8,8,12,14,12,8,10,8,10,
827,8,10,10,8,8,8,8,10,8,8,
828,10,8,10,8,8,8,8,10,10,8,
829,8,8,18,8,10,8,10,8,8,10,
830,8,8,8,8,12,8,8,8,8,8,
831,8,8,8,8,10,8,8,8,12,12,
832,10,10,8,10,8,8,8,10,10,8,
833,8,8,10,8,10,8,10,8,12,8,
834,10,8,8,8,8,10,10,8,12,8,
835,10,12,8,8,8,8,10,8,10,12,
836,12,8,8,10,12,8,8,8,10,8,
837,10,8,8,8,12,10,8,12,10,8,
838,10,8,8,8,10,8,8,8,14,8,
839,8,10,10,8,8,8,10,12,10,8,
840,8,8,10,8,10,8,10,8,8,8,
841,8,12,8,14,8,8,8,8,8,8,
842,8,8,8,10,8,8,12,8,8,8,
843,8,8,8,8,10,12,10,12,8,10,
844,10,8,10,10,12,8,8,10,8,8,
845,14,16,10,8,8,8,10,8,10,8,
846,8,8,10,12,10,10,8,8,16,10,
847,8,10,8,10,8,8,8,8,8,8,
848,10,8,8,8,20,8,10,8,8,10,
849,8,12,8,8,8,8,8,12,8,10,
850,12,8,8,8,8,8,8,8,12,8,
851,8,10,8,8,10,8,8,8,8,10,
852,8,8,8,8,8,10,8,8,10,8,
853,8,8,10,8,14,8,8,10,8,10,
854,8,8,8,8,10,8,8,8,10,8,
855,8,12,10,8,8,8,10,12,8,8,
856,8,8,8,8,8,8,8,10,8,8,
857,8,8,10,8,8,10,8,12,12,8,
858,8,12,8,16,10,8,8,8,8,8,
859,10,8,8,8,10,8,10,8,8,8,
860,10,10,8,8,8,8,8,8,8,8,
861,12,8,10,8,8,8,10,8,10,8,
862,8,8,8,8,10,8,8,8,8,10,
863,12,8,10,12,10,8,8,8,10,8,
864,12,8,8,12,8,8,10,10,8,8,
865,8,10,8,8,10,8,8,8,10,14,
866,8,8,14,8,10,10,8,10,12,8,
867,10,8,8,10,8,12,16,8,10,12,
868,8,10,8,8,12,8,8,8,10,10,
869,10,8,10,8,10,10,8,10,12,8,
870,8,8,8,8,8,10,8,8,8,8,
871,10,10,8,8,8,8,8,8,10,8,
872,8,10,8,8,8,10,8,10,10,12,
873,8,14,8,8,8,8,8,8,8,10,
874,8,10,8,8,10,8,10,8,8,8,
875,8,12,10,10,8,8,8,20,10,8,
876,10,8,16,8,10,8,10,8,8,8,
877,8,8,8,8,8,8,10,10,14,10,
878,10,8,8,10,10,8,8,8,8,12,
879,10,10,10,10,10,10,10,8,8,8,
880,8,10,10,8,8,8,10,10,8,10,
881,8,14,8,14,10,8,10,8,8,8,
882,10,8,8,8,8,8,12,10,8,8,
883,8,8,8,10,8,8,8,10,8,8,
884,8,10,8,12,10,8,12,8,12,8,
885,10,10,8,8,12,10,10,8,10,8,
886,8,12,12,10,8,10,10,8,14,8,
887,8,8,8,12,8,8,8,8,10,8,
888,8,8,12,8,8,10,8,12,8,8,
889,8,10,8,8,8,12,10,8,12,8,
890,8,8,8,8,8,8,8,10,8,8,
891,8,8,8,10,8,8,8,8,8,8,
892,8,10,8,10,8,8,10,8,10,10,
893,8,8,8,10,8,8,10,8,10,8,
894,8,10,12,8,8,8,8,8,8,8,
895,8,8,8,10,10,10,8,10,8,8,
896,8,8,8,8,8,8,8,10,8,8,
897,12,8,10,8,14,8,12,8,8,10,
898,12,10,10,8,10,8,8,8,8,10,
899,8,8,8,8,10,10,8,8,12,8,
900,8,8,10,8,8,8,8,10,8,8,
901,8,14,14,8,8,8,10,8,10,12,
902,8,8,8,8,12,8,10,8,8,8,
903,8,10,10,8,8,8,8,10,8,8,
904,12,8,8,12,10,8,10,8,10,14,
905,8,8,8,8,10,8,8,10,10,8,
906,10,8,8,8,10,8,8,8,8,10,
907,8,8,10,10,8,10,10,10,10,8,
908,8,8,12,12,12,8,8,8,12,10,
909,12,10,8,8,10,12,8,8,12,12,
910,8,10,8,8,8,8,8,12,16,8,
911,8,10,8,8,10,8,8,8,10,8,
912,8,8,8,8,12,10,8,8,8,10,
913,8,8,12,8,8,8,10,10,8,8,
914,8,8,10,10,8,10,10,8,8,8,
915,8,8,10,8,8,8,12,8,10,8,
916,8,8,8,8,8,8,8,10,10,10,
917,10,8,12,8,10,10,10,8,10,8,
918,8,8,8,8,10,10,10,10,8,12,
919,8,10,12,8,8,8,12,10,10,8,
920,8,8,10,8,12,8,8,8,8,10,
921,10,8,12,8,8,14,8,10,8,12,
922,14,8,10,8,8,10,8,8,8,8,
923,10,8,14,10,8,10,8,12,8,8,
924,8,10,8,16,8,10,10,8,8,10,
925,8,8,8,8,10,8,8,8,14,8,
926,8,8,12,8,8,10,12,8,8,10,
927,8,8,10,8,12,8,8,8,8,10,
928,8,8,8,8,8,8,10,10,8,8,
929,8,8,10,10,12,8,8,8,8,8,
930,8,8,10,8,10,8,10,8,8,14,
931,8,10,8,10,10,8,8,8,8,8,
932,8,8,10,8,12,10,10,8,8,10,
933,8,8,8,8,8,10,8,10,10,8,
934,8,8,8,10,8,8,10,8,8,8,
935,8,10,8,8,10,10,8,10,8,8,
936,8,8,8,8,10,8,10,8,8,10,
937,8,10,10,8,8,8,10,10,8,8,
938,10,12,10,12,8,10,12,8,8,10,
939,8,8,8,10,8,8,8,12,10,10,
940,8,8,8,8,10,10,10,8,8,10,
941,8,10,10,8,8,12,8,8,8,10,
942,8,8,8,8,8,10,8,8,8,12,
943,8,8,8,8,8,12,8,8,10,10,
944,14,10,8,10,8,10,8,8,10,8,
945,8,14,8,8,10,10,8,10,8,8,
946,8,10,10,12,12,8,8,8,8,12,
947,8,8,8,14,8,8,8,8,8,10,
948,8,10,8,10,10,8,10,12,8,12,
949,8,8,8,12,8,12,8,10,8,12,
950,8,10,8,8,10,8,10,10,10,8,
951,10,10,10,10,8,8,10,8,8,8,
952,8,8,8,8,8,10,12,8,8,10,
953,8,8,10,8,8,12,10,12,10,8,
954,8,8,10,8,8,10,12,8,8,10,
955,10,8,10,8,8,12,8,14,8,8,
956,8,10,10,8,10,8,12,8,10,8,
957,8,10,8,8,8,10,12,8,8,8,
958,10,8,8,8,8,8,8,8,8,10,
959,8,8,8,8,8,8,12,8,8,12,
960,12,8,8,8,14,10,10,8,10,8,
961,8,8,12,8,8,8,10,8,10,10,
962,8,8,8,8,8,8,8,10,8,8,
963,8,10,8,10,8,8,10,8,10,8,
964,10,10,10,8,8,10,8,10,10,8,
965,10,10,8,8,8,8,8,10,8,8,
966,14,8,8,14,10,8,8,12,14,8,
967,14,10,12,12,8,8,10,8,10,8,
968,8,8,12,10,10,10,8,8,8,8,
969,8,8,8,8,10,8,12,10,8,10,
970,8,10,8,8,8,8,8,8,8,8,
971,8,10,10,8,8,8,8,8,8,10,
972,8,8,8,8,8,12,10,10,10,8,
973,12,8,10,10,8,8,12,8,8,12,
974,8,8,8,8,10,8,10,10,8,8,
975,8,8,8,8,10,8,8,8,10,12,
976,10,12,8,10,10,10,8,8,8,10,
977,8,10,8,10,8,10,12,12,8,8,
978,8,8,8,8,8,16,10,8,8,8,
979,8,12,8,8,8,8,10,8,12,10,
980,8,8,8,8,12,8,8,8,10,10,
981,8,8,8,10,8,8,8,8,10,8,
982,8,12,8,10,12,10,10,8,8,8,
983,10,8,10,8,8,10,8,8,16,8,
984,10,8,8,10,8,8,8,8,8,8,
985,10,8,10,8,10,8,8,8,12,12,
986,12,12,8,8,8,10,8,8,10,12,
987,8,8,8,8,8,10,8,8,8,8,
988,8,8,8,8,8,8,8,8,8,8,
989,8,8,8,8,10,8,8,8,10,8,
990,8,8,8,14,8,8,8,10,8,8,
991,12,10,12,10,8,10,12,12,8,10,
992,10,8,10,8,10,8,8,8,10,8,
993,10,10,8,8,8,8,12,10,8,8,
994,8,8,8,8,8,10,8,8,8,8,
995,10,10,14,12,8,10,8,10,8,10,
996,8,12,8,8,10,8,8,8,8,8,
997,8,8,8,8,8,10,8,8,12,12,
998,8,8,8,10,8,8,8,10,8,10,
999,8,8,10,12,8,10,14,8,8,8,
