Episode No.,Run0steps,Run1steps,Run2steps,Run3steps,Run4steps,Run5steps,Run6steps,Run7steps,Run8steps,Run9steps,
92,26,8,40,12,12,26,10,10,8,12,
93,10,22,12,10,10,8,8,56,25,10,
94,45,18,8,12,8,10,19,8,18,12,
95,8,10,12,14,31,22,8,59,8,8,
96,23,21,12,22,12,45,12,8,47,8,
97,8,8,8,8,29,12,31,8,8,10,
98,8,25,8,8,10,31,10,10,12,14,
99,8,10,44,8,48,10,10,8,12,8,
100,28,21,10,10,8,17,10,33,14,8,
101,10,8,10,10,8,34,27,8,8,15,
102,32,8,14,23,12,8,8,60,8,8,
103,28,14,8,8,10,16,26,8,10,8,
104,8,34,8,8,13,8,8,14,10,10,
105,8,8,27,10,8,31,8,10,10,8,
106,8,8,10,75,8,10,29,45,10,21,
107,8,8,24,8,20,14,8,8,10,8,
108,13,8,8,10,12,12,12,12,10,40,
109,46,17,8,8,8,21,8,12,8,10,
110,8,19,24,8,8,10,8,10,8,20,
111,10,8,8,10,8,8,8,10,8,12,
112,14,8,32,14,10,10,8,12,12,10,
113,10,19,8,15,8,8,8,8,8,8,
114,8,41,10,8,8,8,8,23,10,10,
115,10,8,38,8,8,8,8,10,8,8,
116,8,8,8,10,8,17,10,10,10,10,
117,10,12,8,8,8,8,14,8,10,10,
118,8,10,10,8,8,8,8,12,10,8,
119,10,16,10,8,8,8,8,8,10,8,
120,12,8,12,10,8,8,8,10,17,8,
121,8,15,8,8,8,8,10,10,8,8,
122,10,12,18,8,12,10,8,8,10,21,
123,8,8,10,8,56,8,8,8,10,10,
124,8,8,8,8,10,8,10,8,8,8,
125,8,10,8,32,8,14,8,10,8,8,
126,10,8,28,10,8,8,8,12,10,10,
127,8,24,8,8,8,8,12,8,10,8,
128,8,8,8,8,8,8,8,10,10,8,
129,8,18,8,10,10,8,10,10,8,8,
130,8,12,8,8,8,10,8,10,8,8,
131,8,8,8,8,10,14,8,8,8,12,
132,8,8,10,8,8,10,8,8,8,8,
133,8,8,10,10,10,8,8,8,10,8,
134,8,8,8,8,12,8,8,10,14,8,
135,8,20,8,8,8,14,10,8,12,8,
136,12,8,8,12,8,10,8,12,8,10,
137,8,8,8,10,8,10,8,8,8,8,
138,10,8,8,12,8,10,10,10,8,17,
139,8,10,8,19,8,8,8,8,8,8,
140,8,8,8,8,8,8,10,10,8,10,
141,8,12,8,8,10,8,8,8,10,12,
142,8,8,8,10,8,14,8,8,8,8,
143,8,10,8,10,8,8,10,8,12,8,
144,8,10,10,8,8,8,12,10,8,10,
145,8,14,10,8,8,8,8,8,8,8,
146,8,8,8,8,8,8,8,12,10,8,
147,12,27,8,8,8,8,10,10,8,8,
148,8,20,16,8,8,8,8,8,8,10,
149,8,8,8,8,12,8,8,8,8,8,
150,8,8,12,10,8,8,10,8,8,8,
151,8,10,8,10,8,8,8,10,8,12,
152,12,8,8,8,8,8,8,12,10,10,
153,10,8,12,8,8,8,10,8,8,8,
154,8,10,12,8,8,10,8,8,18,8,
155,8,8,10,12,8,8,8,8,8,8,
156,10,10,8,8,10,8,8,10,10,10,
157,12,10,8,10,12,8,8,12,10,8,
158,10,10,12,14,8,8,8,10,8,12,
159,29,10,14,10,14,8,12,8,12,8,
160,8,15,10,8,10,8,10,8,8,8,
161,8,8,8,8,8,10,8,8,8,8,
162,10,8,10,8,10,12,8,8,12,8,
163,8,8,8,16,8,8,10,12,12,24,
164,14,8,10,8,8,10,10,10,8,8,
165,10,8,12,8,8,10,14,8,8,10,
166,8,10,8,8,8,8,8,10,8,8,
167,12,12,8,10,10,8,10,8,12,8,
168,8,8,14,8,10,8,8,8,8,10,
169,8,10,8,10,8,8,8,8,10,8,
170,8,8,8,12,10,10,8,8,8,8,
171,10,8,8,8,8,10,8,8,10,8,
172,8,12,8,12,8,8,8,8,10,8,
173,8,40,8,8,8,10,10,8,8,8,
174,10,10,8,10,8,10,8,8,10,10,
175,8,10,8,8,10,12,8,8,10,8,
176,12,10,8,8,8,8,12,8,8,8,
177,8,8,8,8,12,8,8,8,8,10,
178,12,10,10,10,8,8,8,8,10,10,
179,8,8,8,10,8,8,12,12,10,10,
180,10,10,8,10,8,10,8,8,8,8,
181,8,8,10,8,8,8,12,10,10,8,
182,8,8,8,10,14,8,10,10,8,8,
183,10,8,8,8,8,8,10,8,8,14,
184,8,8,8,10,8,8,8,14,8,8,
185,8,10,8,10,8,10,8,8,8,10,
186,8,14,8,8,8,8,8,8,8,8,
187,8,8,8,10,8,8,27,8,28,8,
188,10,8,8,8,10,10,8,8,10,8,
189,8,10,8,10,10,8,8,10,8,8,
190,8,8,8,10,8,8,8,8,10,10,
191,10,8,8,10,10,8,8,10,10,8,
192,8,10,8,10,10,8,10,8,8,10,
193,8,8,10,10,8,10,10,8,8,8,
194,8,10,12,8,12,8,8,8,8,8,
195,10,10,16,8,8,10,8,8,12,8,
196,8,14,8,8,8,10,17,8,8,8,
197,23,10,8,8,8,8,12,8,8,8,
198,12,10,8,10,12,8,8,10,22,10,
199,8,10,10,10,8,8,8,8,8,8,
200,8,8,10,8,8,8,8,8,10,8,
201,10,8,10,12,8,8,10,12,8,8,
202,8,8,8,10,8,8,14,8,8,10,
203,10,10,10,8,8,8,8,8,8,18,
204,8,8,8,8,8,8,8,8,8,8,
205,10,10,8,8,8,8,12,8,12,8,
206,12,12,8,10,10,8,8,8,14,8,
207,8,8,8,10,8,10,10,10,8,8,
208,10,12,8,8,8,10,10,10,18,10,
209,10,42,8,8,8,8,10,8,10,8,
210,10,8,8,8,8,8,10,12,8,10,
211,8,10,10,8,8,8,8,8,8,10,
212,8,8,8,8,10,8,8,10,10,8,
213,8,8,8,10,12,8,8,8,10,14,
214,8,8,10,8,12,10,10,8,8,8,
215,8,8,10,8,8,8,8,10,8,8,
216,8,8,20,8,8,8,8,17,12,8,
217,8,8,8,10,8,8,8,8,12,10,
218,8,8,8,10,10,8,10,8,14,8,
219,8,8,12,12,10,8,8,10,8,8,
220,14,8,8,10,8,18,12,10,10,8,
221,8,10,10,8,8,8,8,10,8,8,
222,10,8,8,8,10,10,8,8,8,10,
223,12,10,10,12,12,10,8,8,8,12,
224,10,8,8,12,12,8,10,10,10,8,
225,10,8,8,12,8,8,8,8,8,10,
226,8,8,8,8,10,8,8,8,8,12,
227,8,8,8,14,10,10,8,8,8,8,
228,8,8,12,8,8,8,8,8,8,10,
229,8,8,10,8,10,8,8,10,8,8,
230,8,8,10,10,10,12,8,8,8,8,
231,8,10,12,10,8,8,16,8,8,8,
232,10,8,8,8,8,8,8,8,10,8,
233,12,8,8,10,10,8,12,10,10,8,
234,10,8,8,8,8,8,8,8,8,10,
235,8,8,8,8,8,8,8,10,10,10,
236,10,10,10,12,8,12,10,8,10,8,
237,10,10,8,8,8,8,10,12,8,16,
238,10,8,8,8,8,12,8,8,8,8,
239,8,10,8,8,10,10,8,8,8,14,
240,8,10,8,8,10,10,10,10,8,8,
241,8,8,45,10,10,8,12,8,8,8,
242,8,12,10,8,8,8,10,8,8,8,
243,8,10,8,8,8,8,10,8,8,8,
244,10,10,8,8,10,8,8,10,8,10,
245,10,10,12,8,8,10,8,10,10,8,
246,10,10,10,10,10,8,10,8,10,10,
247,8,8,10,8,12,8,8,8,8,10,
248,8,10,10,10,8,8,8,8,8,8,
249,8,10,10,8,8,8,10,8,8,10,
250,8,10,8,8,8,8,8,8,8,8,
251,8,8,8,8,8,12,14,8,10,8,
252,10,8,8,12,8,8,16,8,8,10,
253,8,20,8,8,12,8,10,8,8,10,
254,8,12,12,12,8,10,8,8,8,10,
255,10,12,8,8,8,8,10,10,14,8,
256,8,10,10,12,8,10,10,16,10,8,
257,10,8,8,8,8,12,8,8,8,10,
258,10,16,8,8,12,12,10,8,10,8,
259,8,8,10,8,10,10,8,8,8,8,
260,12,10,8,8,8,10,8,10,8,10,
261,10,8,8,10,8,22,8,8,8,10,
262,10,10,10,8,8,10,8,8,10,8,
263,8,8,8,10,10,8,8,8,8,8,
264,8,8,8,8,8,8,8,10,8,8,
265,10,12,8,12,8,12,12,12,10,8,
266,12,8,10,8,8,10,10,8,12,10,
267,8,8,8,8,8,12,8,8,10,8,
268,8,10,10,14,8,8,10,8,10,8,
269,12,14,10,8,8,8,8,10,10,8,
270,10,8,10,10,8,8,12,8,8,10,
271,8,8,10,12,8,8,8,10,8,10,
272,8,10,8,10,8,8,12,8,12,8,
273,8,10,8,8,8,8,8,8,8,12,
274,8,8,10,10,12,10,10,8,10,12,
275,8,10,13,10,24,10,12,8,8,10,
276,8,8,8,8,14,10,12,10,10,8,
277,8,10,8,8,8,8,8,8,12,10,
278,8,8,10,8,8,10,8,8,8,8,
279,8,8,10,8,8,12,8,10,10,8,
280,10,12,10,8,8,8,8,10,10,10,
281,8,8,10,10,8,8,8,10,8,10,
282,10,10,8,8,12,8,8,10,8,8,
283,10,12,8,8,8,10,12,8,8,12,
284,10,10,8,10,10,8,10,8,8,8,
285,8,12,10,8,8,10,8,12,8,16,
286,8,10,10,8,8,8,8,12,12,8,
287,8,10,8,8,8,10,8,10,8,10,
288,8,8,10,8,10,8,8,12,10,10,
289,8,10,8,10,12,8,8,8,12,8,
290,8,8,8,8,8,8,10,10,10,8,
291,8,8,8,8,8,8,8,8,8,8,
292,8,10,10,8,8,10,14,8,8,10,
293,10,8,8,8,8,10,8,10,8,8,
294,8,10,12,10,8,8,10,8,8,10,
295,10,8,12,8,8,16,10,10,10,8,
296,10,10,8,12,8,8,10,10,8,10,
297,12,10,10,8,12,8,8,8,8,8,
298,8,8,8,12,8,8,10,8,10,8,
299,10,8,8,12,10,8,10,8,8,8,
300,8,10,10,8,10,8,8,8,8,10,
301,20,10,8,8,10,8,8,10,10,10,
302,20,8,8,8,10,8,8,10,8,10,
303,8,8,12,12,12,8,8,8,10,10,
304,10,10,10,8,8,8,8,8,8,10,
305,8,8,10,8,10,8,10,8,10,12,
306,8,8,10,8,10,8,10,8,8,8,
307,8,8,8,8,12,10,10,8,8,8,
308,8,10,10,8,8,8,8,8,14,10,
309,8,8,8,8,8,8,8,8,8,8,
310,10,8,12,8,8,8,8,8,10,8,
311,10,10,8,10,8,8,8,8,10,10,
312,8,8,10,8,8,8,8,8,8,8,
313,8,8,8,8,8,8,10,10,8,8,
314,8,8,10,10,8,8,8,8,8,12,
315,10,8,8,8,12,8,8,8,8,10,
316,8,14,8,8,8,8,10,12,8,8,
317,8,12,8,8,10,10,8,8,8,8,
318,8,10,8,8,8,10,8,8,8,8,
319,8,8,12,12,12,8,8,8,12,8,
320,8,8,10,8,8,8,10,10,10,10,
321,8,10,8,10,12,8,8,8,8,10,
322,8,8,8,10,8,8,8,10,8,8,
323,8,10,8,12,8,10,8,8,10,8,
324,8,10,8,10,8,10,16,10,8,8,
325,10,10,10,8,8,10,10,8,8,8,
326,8,8,10,10,8,8,10,8,8,12,
327,8,16,8,10,10,8,10,8,8,10,
328,10,8,8,8,10,8,8,10,8,12,
329,10,12,8,8,8,8,8,8,12,10,
330,8,8,10,10,8,8,10,8,8,8,
331,8,8,14,8,10,8,14,8,10,34,
332,8,8,8,8,8,12,8,10,8,10,
333,10,8,12,8,8,8,16,10,10,8,
334,8,12,10,10,8,10,8,10,8,10,
335,12,8,12,12,10,8,8,10,8,8,
336,8,8,8,8,8,8,10,10,8,12,
337,8,8,8,8,8,8,10,10,8,10,
338,8,8,8,8,14,8,8,8,8,10,
339,8,8,10,10,8,10,8,8,12,14,
340,8,8,8,10,8,10,8,8,10,8,
341,8,8,8,10,10,8,8,8,10,8,
342,16,8,10,8,10,12,8,10,8,8,
343,17,8,10,10,8,10,10,8,8,8,
344,10,8,8,10,12,8,10,8,8,10,
345,8,10,8,8,10,8,8,8,12,8,
346,8,8,8,8,8,10,8,10,10,12,
347,42,8,10,12,8,8,8,10,12,8,
348,8,8,8,8,8,8,8,8,8,8,
349,8,10,10,8,8,8,8,8,10,8,
350,8,8,8,8,10,16,8,8,8,8,
351,10,8,8,8,10,8,12,8,8,8,
352,10,10,8,10,8,8,8,8,8,12,
353,8,8,12,8,10,10,8,10,8,8,
354,8,12,8,8,8,8,8,10,35,12,
355,8,8,12,8,8,8,8,8,8,14,
356,8,8,8,8,10,12,8,10,8,10,
357,10,10,8,8,8,10,8,8,8,8,
358,8,10,10,8,12,8,8,14,10,10,
359,8,10,8,10,8,10,8,8,10,8,
360,8,12,8,10,12,10,8,8,8,8,
361,10,10,8,8,10,8,8,8,10,10,
362,12,10,8,8,8,10,14,8,10,10,
363,8,8,10,8,10,8,12,27,8,8,
364,8,12,10,8,8,8,10,10,10,8,
365,10,10,8,8,8,12,8,10,12,8,
366,8,10,8,8,8,10,8,10,12,8,
367,8,8,10,10,8,8,8,10,10,8,
368,8,8,8,8,8,10,12,12,8,8,
369,8,16,8,8,8,10,8,8,8,8,
370,8,8,8,12,10,10,8,8,8,8,
371,10,12,8,8,12,8,8,8,8,10,
372,8,8,8,8,8,8,8,8,14,8,
373,10,8,8,10,8,8,8,10,8,8,
374,10,8,8,8,8,8,8,8,8,8,
375,8,8,8,10,8,8,10,8,8,8,
376,10,10,8,8,8,8,8,12,10,8,
377,8,10,10,8,8,8,8,8,8,8,
378,10,10,8,10,10,8,12,8,8,10,
379,8,8,12,8,10,10,8,8,8,8,
380,8,8,8,14,10,10,10,8,8,8,
381,8,8,8,8,8,10,10,8,8,8,
382,10,8,8,10,10,8,10,8,12,8,
383,8,14,8,8,8,8,8,10,8,8,
384,10,12,8,8,12,8,8,8,10,10,
385,8,10,8,10,10,8,8,8,10,10,
386,8,8,8,10,12,8,8,10,8,8,
387,8,8,8,10,8,8,8,8,12,12,
388,8,8,8,8,12,8,10,8,10,10,
389,10,10,8,8,10,8,10,10,10,8,
390,8,8,8,10,10,10,8,8,8,8,
391,8,10,8,8,8,8,10,8,8,10,
392,8,10,10,8,8,8,10,12,8,8,
393,8,8,10,12,10,10,8,8,8,10,
394,8,16,8,8,10,10,10,8,8,12,
395,10,16,12,10,8,10,8,8,8,8,
396,10,8,8,8,8,10,10,8,8,10,
397,8,10,10,10,8,8,10,12,8,10,
398,8,8,8,10,8,12,8,8,8,10,
399,8,14,12,8,8,10,8,8,8,10,
400,8,8,8,8,10,8,12,10,8,8,
401,8,8,8,8,8,8,10,8,10,10,
402,8,8,10,10,8,8,8,14,14,10,
403,10,8,8,8,8,10,10,8,8,10,
404,8,10,8,8,8,8,10,8,10,8,
405,10,8,8,10,8,8,8,8,8,8,
406,10,10,8,10,8,8,8,8,8,10,
407,10,8,10,8,8,8,8,8,8,8,
408,8,8,8,8,8,8,8,8,8,8,
409,10,10,8,8,8,10,8,8,8,8,
410,10,10,8,10,8,8,10,8,8,8,
411,12,10,8,8,14,8,8,12,8,8,
412,8,10,8,10,8,12,8,8,8,8,
413,8,12,8,10,8,10,8,8,8,8,
414,8,8,8,8,10,10,10,12,10,8,
415,10,12,8,10,8,8,10,14,8,8,
416,10,8,8,8,8,8,8,8,8,8,
417,10,12,10,8,8,10,10,8,14,8,
418,10,8,8,10,8,10,8,8,8,8,
419,8,10,8,8,8,8,12,8,8,8,
420,8,8,8,10,12,8,10,8,10,8,
421,10,10,8,8,8,8,10,8,8,8,
422,10,8,8,8,10,8,8,8,10,12,
423,10,10,8,12,8,10,8,8,10,10,
424,8,10,12,8,8,8,10,8,8,10,
425,10,12,8,8,12,14,10,10,8,8,
426,10,8,8,8,8,8,8,8,8,8,
427,8,8,8,10,8,8,8,10,10,10,
428,8,12,8,8,8,10,8,8,10,10,
429,10,8,8,8,8,8,8,8,8,12,
430,12,12,12,8,8,8,10,8,10,10,
431,10,8,8,10,8,8,8,12,8,10,
432,8,10,8,16,10,8,8,8,8,10,
433,10,8,8,8,10,8,10,10,8,10,
434,8,8,8,10,8,8,8,10,8,8,
435,8,8,12,8,8,10,10,8,8,8,
436,8,8,10,8,8,8,8,8,10,8,
437,8,10,12,10,8,8,8,8,8,8,
438,8,8,8,10,8,8,8,8,12,8,
439,8,8,8,8,8,16,25,10,12,10,
440,8,8,8,8,10,10,8,10,12,10,
441,8,8,8,10,10,8,8,12,8,8,
442,8,8,8,8,8,12,8,10,10,10,
443,10,10,10,8,10,8,10,8,10,8,
444,8,8,12,8,8,8,10,10,8,8,
445,8,8,8,8,8,8,8,8,8,12,
446,8,8,8,10,8,8,8,8,8,8,
447,10,8,8,8,8,8,8,14,10,8,
448,8,10,8,8,8,10,8,8,8,8,
449,10,10,10,8,8,12,8,8,14,10,
450,8,8,10,10,8,8,8,10,8,8,
451,8,10,8,8,10,8,8,8,10,8,
452,8,10,10,8,8,10,10,8,8,10,
453,8,8,8,10,10,8,8,8,8,8,
454,8,10,8,8,8,10,10,10,8,8,
455,10,8,8,8,8,8,12,8,10,10,
456,12,12,10,8,10,10,8,8,8,8,
457,8,10,8,8,8,8,8,12,8,10,
458,10,12,10,8,8,8,10,10,8,8,
459,10,10,10,12,8,8,12,8,8,37,
460,8,10,10,8,8,8,8,8,8,10,
461,8,14,10,14,8,12,14,8,10,8,
462,8,8,8,10,12,8,8,8,8,12,
463,8,8,12,10,8,8,8,8,10,10,
464,8,14,10,8,16,12,8,8,8,8,
465,8,10,8,8,8,8,8,8,8,8,
466,8,8,8,8,8,8,10,10,8,8,
467,8,8,8,10,8,8,8,8,8,8,
468,8,8,8,8,8,8,8,10,10,12,
469,8,8,8,10,8,8,8,8,10,8,
470,8,8,8,8,8,10,8,8,8,8,
471,10,8,8,12,8,8,8,8,8,8,
472,12,8,8,8,10,10,10,8,10,8,
473,10,8,8,8,8,8,8,8,8,8,
474,10,8,10,8,8,8,8,8,8,10,
475,8,8,8,8,10,8,8,8,8,10,
476,8,10,8,10,10,8,8,8,10,12,
477,8,10,10,8,10,12,8,8,8,10,
478,10,10,10,8,8,8,25,8,10,8,
479,8,10,10,8,8,12,8,8,10,8,
480,8,10,8,8,10,8,8,8,10,8,
481,8,8,8,8,8,8,8,8,10,8,
482,8,10,8,10,12,10,10,8,8,8,
483,8,8,10,8,8,8,10,10,10,10,
484,8,8,10,8,8,8,8,12,8,8,
485,8,8,8,12,8,10,10,10,8,14,
486,8,8,12,14,12,8,10,8,10,10,
487,8,8,10,8,10,8,8,10,8,8,
488,8,8,10,8,8,8,8,16,8,8,
489,8,8,14,10,8,10,8,8,8,10,
490,12,8,8,10,8,8,10,8,10,8,
491,8,8,8,8,8,10,8,10,8,12,
492,8,8,10,10,10,10,8,12,8,8,
493,8,8,8,8,12,8,12,8,8,8,
494,14,10,8,10,8,10,8,8,8,8,
495,10,10,12,8,8,8,10,10,10,8,
496,8,8,10,14,10,10,8,8,10,8,
497,8,10,18,8,8,8,8,8,10,10,
498,12,24,8,8,8,8,8,8,8,8,
499,8,10,8,8,8,10,8,10,8,8,
500,8,8,10,8,10,10,8,10,10,8,
501,8,10,12,8,10,8,8,20,8,8,
502,8,8,10,12,10,8,8,12,8,8,
503,10,8,12,8,8,8,8,8,8,8,
504,10,8,10,10,10,8,8,10,10,12,
505,8,8,10,8,10,8,10,8,8,8,
506,8,10,8,10,10,8,12,8,8,14,
507,8,8,10,10,8,8,10,8,10,12,
508,8,8,10,8,8,8,10,8,8,8,
509,8,8,10,8,12,8,10,8,14,10,
510,8,10,12,12,8,8,8,12,8,8,
511,8,8,10,8,8,12,10,8,8,8,
512,8,8,8,10,8,10,8,10,10,8,
513,14,10,8,8,10,8,8,10,8,8,
514,8,12,8,8,8,8,8,10,10,8,
515,8,8,8,8,8,8,16,12,10,10,
516,8,10,8,12,10,10,10,12,16,8,
517,8,8,8,10,8,8,10,10,8,8,
518,8,8,8,8,10,8,16,10,10,8,
519,10,8,8,12,8,12,8,10,8,8,
520,8,10,8,10,10,8,8,8,10,10,
521,8,8,8,10,8,10,8,10,8,8,
522,8,8,8,10,10,16,8,8,16,16,
523,8,8,8,8,8,8,10,10,10,8,
524,8,10,8,8,12,12,8,8,8,12,
525,10,8,8,10,10,8,8,8,14,8,
526,10,8,10,10,8,8,8,8,10,14,
527,8,8,8,8,14,8,8,10,8,8,
528,10,10,10,10,10,8,10,10,12,10,
529,8,8,8,10,8,8,10,8,10,8,
530,8,8,10,8,8,8,10,12,8,8,
531,10,8,8,12,10,8,10,8,8,10,
532,10,8,8,18,8,8,8,8,8,8,
533,10,10,8,10,8,14,8,10,10,10,
534,8,12,12,8,12,8,8,10,8,8,
535,8,8,8,8,8,8,8,8,8,14,
536,8,8,10,8,8,8,8,12,14,12,
537,8,8,10,8,10,10,8,8,8,8,
538,8,10,10,12,8,8,10,8,8,10,
539,10,12,8,8,8,8,8,12,8,8,
540,8,10,10,8,8,10,8,10,10,10,
541,10,8,10,8,8,8,8,8,8,8,
542,8,8,10,8,8,8,10,8,8,8,
543,12,8,10,8,8,8,8,10,10,10,
544,10,10,14,8,10,8,8,10,8,12,
545,8,8,12,8,16,8,8,12,8,12,
546,8,8,10,8,8,8,10,10,10,10,
547,8,8,8,10,8,10,8,12,10,8,
548,8,8,8,10,8,8,10,8,8,8,
549,8,8,8,8,8,8,8,10,8,12,
550,8,8,10,8,8,8,8,10,8,18,
551,8,10,8,10,10,12,8,12,12,8,
552,8,10,10,8,8,10,8,8,10,8,
553,8,8,10,8,8,8,8,10,10,10,
554,10,8,10,8,8,10,8,12,10,8,
555,8,8,8,10,8,8,10,8,8,14,
556,10,10,12,8,8,8,8,10,8,8,
557,8,10,8,8,8,8,8,8,8,8,
558,10,8,8,8,8,8,10,8,10,8,
559,8,10,10,10,8,8,10,10,10,10,
560,8,10,8,10,10,8,8,10,8,8,
561,10,10,8,8,10,8,8,10,10,8,
562,8,8,10,8,8,8,8,10,8,12,
563,8,12,8,10,8,8,8,12,8,10,
564,8,8,8,8,8,10,8,8,8,10,
565,10,10,8,8,10,12,8,14,8,8,
566,8,8,10,8,8,10,8,10,10,10,
567,10,8,8,14,8,8,8,10,8,8,
568,8,8,8,8,8,12,8,8,8,8,
569,8,8,8,8,8,8,8,10,8,14,
570,10,10,8,8,8,10,8,8,8,10,
571,8,10,10,10,10,8,10,8,8,8,
572,8,10,8,10,10,8,8,10,10,8,
573,10,8,8,8,12,10,8,8,10,8,
574,10,8,8,10,8,8,8,8,8,8,
575,8,10,10,8,8,8,10,8,8,8,
576,10,8,8,10,8,8,8,8,10,8,
577,10,10,8,8,8,8,8,10,8,8,
578,8,8,8,8,10,8,10,10,8,10,
579,8,10,8,12,8,10,10,10,10,10,
580,10,8,10,10,8,8,8,8,8,12,
581,8,8,10,8,8,8,10,8,10,8,
582,8,8,10,8,8,8,10,8,8,8,
583,8,8,10,8,10,8,8,8,10,8,
584,8,8,8,10,54,8,8,10,8,10,
585,10,10,8,8,10,8,8,10,8,10,
586,8,10,10,8,8,12,8,8,8,8,
587,8,10,10,8,10,8,10,10,10,8,
588,8,8,12,8,10,8,10,8,10,10,
589,8,12,8,10,8,10,8,8,8,12,
590,10,8,8,8,10,10,10,10,10,10,
591,10,8,8,8,10,8,12,12,8,10,
592,10,8,8,8,10,8,8,8,8,12,
593,10,8,8,12,14,8,8,10,8,8,
594,14,8,10,8,10,8,12,8,12,12,
595,8,10,8,8,10,8,8,8,10,8,
596,10,12,10,8,12,8,8,8,8,8,
597,8,10,10,10,8,12,10,8,8,10,
598,8,8,10,8,8,8,10,8,8,10,
599,8,12,8,8,8,8,8,8,12,8,
600,10,8,8,10,8,12,8,8,8,8,
601,8,8,10,8,8,8,8,8,8,8,
